id,type,status,tiny_link,title,content,is_internal
16678923,page,current,https://michael-ai.com/x/C4D_/,Selling Agent Information Displaying on Pending Status,"If the Listing Agent puts the Selling Agent information under the Listing/Selling Members tab, it will be displayed on the listing whether it is in closed status or not.",False
16678927,page,current,https://michael-ai.com/x/D4D_/,InfoAI - Instructions for Impersonation,"Description How to impersonate aka ""Super Use"" as others. Environment michael-ai Resolution Log in to michael-ai as you normally would with your own credentials. Click on "" your initials as your initials"" on the top right corner. Delete your ID and type the ID you will be super-using. Click "" Use"" . You will notice the top of the page will now say "" your initials as agent id of the person you are super-using "". While super-using, you are accessing the person's accounts they would. You can add and edit listings. You also have access to their Contacts, Searches and anything else they have done in the system. You will remain logged in as that person until you switch back to your own account. To switch back to your own account: click on "" your initials as your initials "" on the top right corner. Replace the ID in the box with your own. Click "" USE"" .",False
16678990,page,current,https://michael-ai.com/x/ToD_/,InfoAI - Adding a Field to a Search,"Description How to add a field to quick search if it is not included in the default list of criteria fields. Environment michael-ai MLS Menu > Quick Search Resolution In Quick Search, scroll through the list of criteria fields. at the bottom of the screen click the blue Add a Field button and single left-click it. In the right side 'Add a Field' window that appears, enter the name of the field/criteria to search in the 'Find a field' text box. Add an entire category by clicking on the field/category name (next to the blue plus sign). Add individual fields by clicking on the name of the individual selection. Related Articles",False
16679010,page,current,https://michael-ai.com/x/YoD_/,SomeCompany- Atlas- Pending Office Staff Notification,"old info Description Agent/Office/Company Level Admin Procedure Environment ATLAS>Office Staff Resolution Note: Add the approval or denied request as an atlas case under the Designated Broker & tag the admin or sponsoring agent if it is a denied request. Please follow the steps below upon receiving an Atlas Pending Office Staff Notification email with a sponsoring agent (see example): From the Atlas Dashboard : Click on "" Office"" Then click on "" Staff Queue"" Find the application you are working on Click the View button the review the application Reject or Approve? * Please contact an L2 if you have any questions or concerns before approving or denying applications. If you reject or approve an application by mistake, please contact an L2 immediately. Application must have the following: A specific individual's first and last name ( not admin #1 i.e.) If the information is for a specific individual , proceed to step 5. If the information is not for a specific individual , reject the request and call the Broker and explain the application must be specific to an individual. If the Broker does not answer, leave a detailed voicemail and follow up with an email using the quick part below: Dear Designated Broker , Your request for administrative access for (Name) has been denied as the application must be specific to an individual person. Please resubmit the form using the admin's personal information. Address, Phone Number, and Email Address Search for the specific individual's name in Atlas . Review your results. If an active account is not found - Approve the application* If an active account is found (waiver) - Approve the application* If an active account is found (No waiver) , follow these guidelines: If an Active account is found for a subscriber, compare their phone number, email address, home address and office to the requesting admin's information to determine approval or rejection. Personal Information Office Approve vs Reject Different Different Approve Same Different Approve Different Same Approve Same Same Review and/or contact broker to Approve or Reject* *Note- An An agent and non-agent applicant is allowed to be an admin for multiple agents and have company or office level access for multiple brokerages. That individual will have separate login credentials and both accounts must be paid for to have access. Example: A Bershire Hathaway Agent can be an Admin for Keller Williams *Note- The admin's name may possibly be a nickname such as Mike, Pam, or Pat for Michael, Pamela, and Patricia or Patrick, or vice versa, search for the last name alone in addition to the full name as shown on the application. If an active account (admin or agent) is found when searching by the last name, select the account in your results then click edit to compare the accounts Active agent / same brokerage Call the Designated Broker to explain they can make changes to the subscriber's Staff Permissions account within Atlas. If it is the same person , Reject the request and inform the Broker admin and staff permissions can be changed within Atlas If the Broker does not answer, leave a detailed voicemail. Send the broker an email using the quick part below with the link to the form. Reject the application in Atlas. Dear Designated Broker , Your request for administrative access for (Name) has been denied since they have an existing active account. You are able to log into your Atlas account to change any admin or staff permissions at https://atlas.SomeCompany.com . If not same person , Approve the request and an email (with link to pay) will be sent to the Designated Broker and Admin once the account has been setup. FAQ Do admins working for companies such as Lister Assister have to get accounts for every subscriber they work for? Or can they have one account and request to add more subscribers they can impersonate? This depends if the Designated Broker allows the admin to use one account to assist multiple subscribers or if they want them to have separate accounts per subscriber. If the admin works for subscribers at different brokerages, they must have different accounts per brokerage. If the admin works for subscribers at one brokerage, an admin account can be created for one individual granting them access to add information for all members in the office or company. As of 9/16/2020 Super-User access is automatically set up once the admin is approved.",False
16679040,page,current,https://michael-ai.com/x/gID_/,InfoAI - Add Listing Collection to Contact's Portal,"Description If a listing is not in a client's portal, Agents can add listings to a client's portal via one of their collections. Environment michael-ai Menu > Search Results Screen Resolution Click on Menu Click on Listing Collections Select the desired Collection that you want to add to the contact’s portal Select Work on behalf of... A work on behalf of a contact window will open up: Click in the box for a list or you many also start typing out contacts name Once added, click Ok Click on Save From Save Menu, select Save All As or Save Selected As A Save Selected window will open Click in box to either: Create a new name for collection Select an existing saved collection Check Save collection for [contacts name] If desired, uncheck Save to My Listing Collections Click on Save To verify that the collection has added to the contacts Portal: Visit Contact Management Select Contact Visit Portal tab Verify the collection name is under Portal Listing Collections",False
16679042,page,current,https://michael-ai.com/x/goD_/,InfoAI - Save Search > Additional Search Options,"Description At the bottom of the Save Search page is a link labeled Additional Search Options which will provide other options that can be saved with the search. Environment michael-ai Menu > Quick Search > Save Search Resolution What events define a listing as New for the search? michael-ai defaults the options of New , Price Change , and Status Change . This means for a Subscription, the contact will receive an email notification when a listing has one of these events transpire. There are also options for Back on Market, Extension, and Open House. To add or remove an ""event"", check or uncheck the box next to the event. Note: Unchecking all check boxes or choosing No Events will not send emails to you or any selected contact. The last two sections do not control the auto email at all but can be used for your own purposes when accessing the saved search. What time range should be considered for New listings? You can set a default time period to look back for listing updates. When viewing the Saved Searches page and clicking the 3 dots to select View Details , or while in Contact Management under the Searches/Subscriptions tab, there is a section for ""View Totals"". The 2 nd 'total' is what this option changes. What view do you wish to associate with this search? You can set a particular display that controls the List tab of the search results when viewing the Saved Search.",False
16679046,page,current,https://michael-ai.com/x/hoD_/,InfoAI - Broker Inventory Report,"Description How to view all sides for listings, of any status, over a specified time period? Environment SomeCompany, Metro MLS, realMLS, michael-ai, Menu > Inventory Reports (Metro MLS) Menu> Inventory & Production (SomeCompany and realMLS) Resolution Broker Inventory tracks Member and Office listing activity and sales volume. The report provides listing details, summary statistics, transaction sides, cooperative sales and volumes. To run the Broker Inventory report: In Metro MLS michael-ai , click Menu > Inventory Reports > Broker Inventory > Run Report. In SomeCompany and realMLS michael-aiML S, click Menu > Inventory & Production > Broker Inventory > Run Report. 2. Input the Begin Date and End Date. 3. Select any other desired criteria to include when running the report. Click Next . The Current Member Stats tables list statistics for listing sides. Each listing has a listing and selling side, and those sides may be divided in half in cases where there is a co-listing or co-selling member. Review the statistics for a member of Brokerage in comparison to the full MLS Board. Use the Percent Difference table to compare the number of listings and dollar value of the listings as a percentage of the number of listings and dollar value for the whole MLS. KEY A = Active, UCB, CCBS A* = Active with Offer P = Pending C = Closed S = Sold E = Expired W = Withdrawn and Temp Off Market L = Cancelled",False
16679070,page,current,https://michael-ai.com/x/noD_/,SomeCompany- Supra eKEY Authorization Code,Description When is a new Authorization Code necessary for their Supra eKEY? Using a new phone or tablet Reinstalled the Supra eKEY app Updated hardware or software that is causing a reset in the application Environment Supra eKEY app Resolution You can get an Authorization Code for the Supra eKEY by doing one of the following: Call into InfoAI Support and verify PIN code over Phone. Request the code via email or text from within the eKEY application Stop in at any SomeCompany Support Center location and present photo ID or verify PIN Code. Log into SupraWEB account at supraekey.com and obtain a Code. Click the SupraWeb button in the eKEY app. Login using Key Serial Number (found at the top of the eKEY app home screen) and PIN. Choose the Association: AZ – SomeCompany Arizona Multiple Listing Service. Click the Authorization Code button. An email will be sent to the email on file with the MLS. Note: You must already have the eKEY service. Related Articles,False
16679080,page,current,https://michael-ai.com/x/qID_/,InfoAI - Wildcards in michael-ai,"Description A wildcard search is using a word or partial spelling of a word in quick search to render results. Environment michael-ai Menu > Quick Search Resolution Note: An asterisk * or percentage sign % is used at the beginning and end of the word(s) in the search. There are four different ways the wildcard can benefit a search: If the wildcard is input before the string of characters, it will provide results that start with any characters and end with the word or phrase input If the wildcard is input before and after the string of characters, it will provide results where these characters are anywhere in the field If the wildcard is not included or input at the end of the string of characters, it will provide results where these characters start the field and end with any characters If you want ONLY the string of characters input, then use = (equal) sign to return exact results (nothing before or after the characters) Examples using a Subdivision: Wildcard Placement Example Search Example of Results Shown 1 Before word or phrase * Riverview % Riverview Park Riverview Estates on Riverview 2 Before and After word or phrase * Riverview * % Riverview % Estates at Riverview Ranch Park 3 Not Included After word or phrase Riverview Riverview * Riverview % Riverview Ranch Riverview East Homes 4 Exact Match = Riverview = Sun City Riverview Sun City If agent is using multiple words or phrases, follow the guidelines below. To search two words where either/or can show up use: *word*, *word* To search two words where both must show up use: *word**word*",False
16679084,page,current,https://michael-ai.com/x/rID_/,InfoAI- Why Suppression Occurs,"Answer Most will explain it as the Client spamming/junking emails, but that is only a piece of the larger puzzle of Email Suppression. There are a few main reasons that a recipient's email address will become suppressed: A single hard bounce : If the recipient's email server responds with a permanent failure message, it will become immediately suppressed. The most common reason for a hard bounce would be that the email address simply doesn't exist. According to the SMTP protocol, mail servers are not to retry sending emails when the recipient's server has responded with a 5.x.x/hard bounce. Repetitive soft bounces : Mail servers will typically respond with temporary failure messages that recipient's inbox is full, when it's trying to throttle emails from the sending server, if it's under heavy load, etc. According to the SMTP protocol, mail servers can retry sending emails when the recipient's server has responded with one of these 4.x.x/soft bounces. Dyn will continue trying to send emails in this scenario until they have failed repeatedly for an extended period of time, at which point, the email address will become suppressed. Flagging as SPAM : When a recipient marks an email as spam, their email service will often report that back to the sender (Dyn, in this case), to let them know that the recipient has done so. In this case, the recipient is suppressed so as not to send them any more emails which they are considering SPAM. There are of course some exceptions to the rule – the notable one being GoDaddy . While almost all email services will respond with a 4.x.x code when they're throttling emails (meaning "" try again later !""), GoDaddy responds with a permanent failure message, which causes the recipient to become suppressed. You can read more about his in the Article titled GoDaddy Suppression.",False
16679111,page,current,https://michael-ai.com/x/x4D_/,SomeCompany- Test Listing Safeguards,"old info SomeCompany Test Listing Safeguards We have test listings that you can look at, adjust, edit, etc. With this ability comes a list of safe guards that must be managed by everyone in the Department. Expectations and safe guards for the Test Listings: The Test Listing ID numbers are MLS #6241418 (Residential) and #6291897 (Rental). The address to the listings can be changed except for the ""Street Name"" field. The listing's pushpin can be moved around the map. BUT it must be returned to a location near the AZ-CA border (such as Castle Dome Landing) after you've finished. This is to prevent it from being found in a map search. The list or sold price of the listing must stay around $480,000 (Residential listing) or $2,200 (Rental listing). These prices prevent Statistics from being negatively affected. Photos may be uploaded to test listings with the follow criteria: The photos must not be copy-written photos The photos must be tasteful and not offensive. When done with the listing, please remove any photos you have added. All except for the SomeCompany logo image Changes can be made to the Public Remarks field; however, those comments must remain in good taste. (i.e. not offensive and should contain the words SomeCompany Test Listing in the beginning of the text) DO NOT modify the export tab. DO NOT change the status of the listing unless you have gotten permission from an L2 (or Jennifer/Lucy). If editing the LA or SA, make sure to ask the current SomeCompany Staff Listing Agent before editing the Listing Agent designation. DO NOT use an actual Subscribers name/ID. Use SomeCompany staff members only. DO NOT activate any new listings into the system. Creating Incompletes is ok. IMPORTANT REMINDER DO NOT edit the Brand Department's test listings in any way. Brand Department listings can be identified by their photo:",False
16679125,page,current,https://michael-ai.com/x/1YD_/,SomeCompany- Auto Populated Tax Data,"Description Upon entering the address of a new listing, the Populate Tax Data button can be a great time saver. The following chart displays each of the fields that are auto populated when you click on the Populate Tax Data button. *Note: The fields that auto populate do differ slightly from one property type to another. Environment michael-ai> Add Listing>Address> Populate Tax Data Resolution Residential, Residential/Rental, Vacation Ready Rental, Land and Lots and Commercial/Industry Sale, Commercial/Industry Lease, Multi Dwelling, Business Opportunity RES RENT VAC RENT LAND CIS CIL MULTI BUS OP Assessor's Book # Assessor's Book # Assessor's Book # Assessor's Book # Assessor's Book # Assessor's Book # Assessor's Book # Assessor's Book # Assessor's Map # Assessor's Map # Assessor's Map # Assessor's Map # Assessor's Map # Assessor's Map # Assessor's Map # Assessor's Map # Assessor's Parcel # Assessor's Parcel # Assessor's Parcel # Assessor's Parcel # Assessor's Parcel # Assessor's Parcel # Assessor's Parcel # Assessor's Parcel # Assessor's Parcel Ltr Assessor's Parcel Ltr Assessor's Parcel Ltr Assessor's Parcel Ltr Assessor's Parcel Ltr Assessor's Parcel Ltr Assessor's Parcel Ltr Assessor's Parcel Ltr House Number House Number House Number House Number House Number House Number House Number House Number Compass Compass Compass Compass Compass Compass Compass Compass Street Name Street Name Street Name Street Name Street Name Street Name Street Name Street Name Str Suffix Str Suffix Str Suffix Str Suffix Str Suffix Str Suffix Str Suffix Str Suffix Str Dir Suffix Str Dir Suffix Str Dir Suffix Str Dir Suffix Str Dir Suffix Str Dir Suffix Str Dir Suffix Str Dir Suffix City/Town Code City/Town Code City/Town Code City/Town Code City/Town Code City/Town Code City/Town Code City/Town Code State/Province State/Province State/Province State/Province State/Province State/Province State/Province State/Province Zip Code Zip Code Zip Code Zip Code Zip Code Zip Code Zip Code Zip Code Zip4 Zip4 Zip4 Zip4 Zip4 Zip4 Zip4 Zip4 Legal Description (abbrev) Legal Description (abbrev) Legal Description (abbrev) Census Tract (Mar Cnty Only) Census Tract (Mar Cnty Only) Census Tract (Mar Cnty Only) Census Tract (Mar Cnty Only) Census Tract (Mar Cnty Only) Map Code Grid Map Code Grid Map Code Grid Approx Total Acres Legal Legal Legal Legal Subdivision Legal Subdivision Legal Subdivision Legal Subdivision Legal Subdivision Legal Subdivision Legal Subdivision Legal Subdivision Owner/Occupant Name Owner Name Owner Name Owner/Occupant Name Approx SQFT Approx SQFT Approx SQFT Ttl Apx SgFt Bldg Ttl Apx SgFt Bldg Ttl Apx SgFt Bldg Approx Lot SqFt Approx Lot SqFt Approx Lot SqFt Year Built Year Built Year Built Year Built Year Built Year Built Geo Lat Geo Lat Geo Lat Geo Lat Geo Lat Geo Lat Geo Lat Geo Lat Geo Lon Geo Lon Geo Lon Geo Lon Geo Lon Geo Lon Geo Lon Geo Lon Township Township Township Township Township Township Township Township Range Range Range Range Range Range Range Range Schools Schools Schools Elem School District Elem School District Elem School District Elem School District Elem School District High School District High School District High School District High School District High School District Section Section Section Section Section Section Section Section Lot Number Lot Number Lot Number Lot Number Lot Number Lot Number Lot Number Tax Tax Tax Tax Tax Tax Tax Year Tax Year Tax Year Tax Year Tax Year Tax Year Tax Municipality Tax Municipality Tax Municipality Tax Municipality Tax Municipality Tax Municipality Tax Municipality Tax Municipality",False
16679128,page,current,https://michael-ai.com/x/2ID_/,InfoAI - Automated Valuation Model (AVM),"Description On the Broker Distribution tab of a listing, there are some exclude options. One of which is the Seller Opt Out: Seller Directs Listing to Not Be Used in AVMs. Environment michael-ai Menu > Addor Change Listing > Listing Information > Broker Distribution Resolution Automated valuation model ( AVM ) is the name given to a service that can provide real estate property valuations using mathematical modeling combined with a database. Most AVMs calculate a property's value at a specific point in time by analyzing values of comparable properties. An AVM typically includes: An indicative market value for many residential properties nationwide. The tax assessor's indication of value, if available. Information on a subject property and recent sales history. Comparable sales analysis of like properties. The product of an automated valuation technology comes from analysis of public record data and computer decision logic combined to provide a calculated estimate of a probable selling price of a residential property. AVMs can vary greatly in quality and scope, depending on the type of data, completeness of data, and model design. AVMs usually include the tax assessor's value, all pertinent information on the property in question, such as its sales history, and an analysis of the sales of like-kind properties. Most AVMs use public records or Tax Assessment records to amass large databases of comparable property information in order to provide widespread coverage of a market area. Sales information is then added to the historical data on cycles (yearly, monthly, weekly) to update the models for the changes in market conditions over time. Assumptions and Gaps Unlike a professional appraiser, an AVM can't see the property. Instead, it assumes that the property is roughly similar to other homes in the neighborhood. This can lead to an overstated value for a property in bad condition or an understated value for a home in superior condition with many upgrades. Furthermore, AVMs are largely dependent on public record databases, and if those databases have incorrect or outdated information, the model will return an inaccurate valuation. AVMs may not distinguish between various sale types, such as foreclosures and traditional sales. For example, it could compare a well-kept traditional sale to a severely damaged foreclosed property sale.",False
16679132,page,current,https://michael-ai.com/x/3ID_/,SomeCompany- Automatically Calculated Fields- Smart Fields,"Description An overview of smart fields that are automatically calculated in michael-ai. Environment Menu> Add a listing Resolution Covered Spaces The Total Covered Spaces field in SomeCompany is an automatically calculated field. This field takes the number of Garage Spaces and number of Carport Spaces and adds them together You can use this field in a search to find properties with a certain number of total covered parking spaces regardless of whether they are garage or carport spaces Bedroom Plus The Bedrooms Plus field will show the number of bedrooms for a property as well as including one (1) for each of the following selected: Sep Den/Office Library-Blt-in Bkcse Bonus/Game Room Loft For example, if your listing has 3 bedrooms, but also has a Den/Office and a Loft, it will show as 3 Bedrooms, and 5 Bedroms Plus. This can assist in finding properties where an additional room in the dwelling can also be used as a bedroom Price/SqFt The Price/SqFt field in SomeCompany is an automatically calculated field. To calculate the Price per Square Footage: Divide the Approx SQFT by the Current Price Current Price= List Price for all statuses EXCEPT Closed Current Price= Sold Price for Closed Listings Ttl Mthly Fee Equiv (Total Monthly Fee Equivalent) This can help in narrowing down search results to a monthly fee dollar amount in your client's price range. Reflects the total monthly equivalent dollar amount for the following HOA fees: HOA Fee, HOA 2 Fee, PAD Fee, Land Lease Fee, and Rec Center Fee. The monthly and quarterly fees will need to be calculated into the annual equivalent before adding, then breaking it down into the monthly payments For example, the Total Monthly Fees Equivalent value for a listing with the following data would be: $273.08 Field Name Amount Frequency Formula for Annual Annual Fee Annual Total HOA 225 Monthly x12 2700 HOA 2 20 Quarterly x4 280 Rec Center Fee 497 Annually As is 497 3277 Annual Total Formula for Monthly Total Monthly Fee Equivalent 3277 ÷12 273.08 Commercial/Industrial Sale and Multiple Dwellings Property types are using the same calculations which are derived using the formula: Net Operating Income / List Price = Cap Rate Cap Rate is automatically calculated based on the population of a Main field and a Detail field. Complete each field in the formula in order for the Auto-calculation to function properly. Cap Rate = Net Operating Income/List Price. Equity- Multiple Dwellings Add the 1st, 2nd, 3rd Encumbrances to get the Total Owed amount Subtract the total owed from the List Price field",False
16679138,page,current,https://michael-ai.com/x/4oD_/,InfoAI - Bell Icon on Contact Details Tab in Contact Management,Answer The bell icon means that the email address is set to receive subscription emails. Note: It does NOT mean that the email is opted in or has a subscription set up. The Primary (first) email address on file is automatically set to receive subscription emails therefore a bell icon will be attached. Any additional email addresses on a contact file must have the notify box checked in order to receive the bell icon.,False
16679162,page,current,https://michael-ai.com/x/_oD_/,InfoAI- Browser Settings - Safari (iOS),Browser Settings – Safari (iPad) Clear All History Touch the open book icon on the top left of the browser Select Clear at the bottom of the window Touch the Clear History button at the bottom of the pop up window Or Touch the Settings app (on the Home Screen) Click on Safari Select Clear History Allow Cookies Touch the Settings app (on the Home Screen) Touch Safari Touch Block Cookies and select the option desired Empty or Delete Cookies/Cache Touch the Settings app (on the Home Screen) Touch Safari Touch Clear Cookies and Data Touch Clear,False
16679165,page,current,https://michael-ai.com/x/-YD_/,"InfoAI - Bulk, Mass, or Group Emails","Answer The ability to 'bulk email', 'mass email', or 'group email' all or selected contacts in michael-ai® does not exist. Each recipient would need to be added to the 'To' line one at a time. You also will not be able to export contact information from michael-ai. Groups in Contact Management are not used for group emailing it is only a way to view or sort specific contacts. Under Preferences > General Preferences there is an option to “opt out of all bulk emails”. This is not for you to send out bulk emails it is to not receive emails that were sent through bulk.",False
16679173,page,current,https://michael-ai.com/x/BYH_/,InfoAI- Change Default Browser in MAC OS X,"To change the default browser in Mac OS X, follow these steps: Open the Safari browser (can open from Applications) Click on Safari in the menu bar Select Preferences Under the General tab, click the arrows next to Default web browser This should pull up a list of other browsers that have been installed While here, there are options to change the default search engine Select the desired browser Select apply Link to heck current Mac oS version Apple Support",False
16679176,page,current,https://michael-ai.com/x/CIH_/,InfoAI- michael-ai- Chart Type Not Supported Fix (Chrome),"Chart Type Not Supported Fix (Chrome) The issue is that the Chrome Browser is blocking the Flash Plug-in for the Statistical Charts when viewing the Search Results Compare page within michael-ai. The way to fix this issue indefinitely is to add michael-ai to the allowed sites for Flash, under the Content Settings in Chrome. Steps: Open the Chrome Menu Select Settings Scroll to the bottom and click on Advanced > then Content Settings Select Flash Select the ADD button under the Allow section Enter in https://SomeCompany.michael-ai.com then choose ADD Just to be safe, click the ADD button again and this time enter: http://SomeCompany.michael-ai.com – this will add both the Secure and Unsecured websites Completely close Chrome to apply the changes",False
16679188,page,current,https://michael-ai.com/x/FIH_/,SomeCompany- Closing Costs & Closing Cost Split Definitions,"Description Closing costs are fees paid at the closing of a real estate transaction. This point in time called the closing is when the title to the property is conveyed to the buyer. Closing costs are incurred by either the buyer or the seller. Closing Cost Split Definition- any expenses over the purchase price of a house, land, etc., that is paid by the purchaser or seller at the completion of the sale. Environment Menu>Change Listing>Status> Resolution The Closing Cost Split field on the Detailed Listing Report has four possible entries defined as follows: B = Buyer - Buyer paid all closing costs N = Normal - Both parties pay their own closing costs S = Seller - Seller paid all closing costs A = Seller Assist - Seller assisted with the buyer's closing costs Related Articles",False
16679190,page,current,https://michael-ai.com/x/FoH_/,InfoAI - Comparable Market Analysis / CMA,"Description How to compare a subject property to other recently sold properties through michael-ai. Environment michael-ai - CMA Resolution CMA- Comparable Market Analysis is a report that you can create to either show the comparable properties to their listing or to find the recommended price of a property according to the comparable properties to that listing. Suggested Steps to get comparables for CMA Start with a map search; go to Search tab click on quick search In the bottom right corner of the map click on the red push pin Enter in the address of the property and click “Locate” Note: Do not enter in w, n, s, e or St., dr., Ln. etc. All that is needed is the House number and street name ex. 7408 Sierra Vista. Once it has found the location click “Use this location” Next select “Radius Search” and enter in the number of miles for the radius to be and click Create. Once the radius (circle) is around the property, add in criteria to find the comparables for the property. After getting the number of comparables desired, click “CMA” in the top right, then click either “use all results” or “use selected” On the next screen there will be three options, Full CMA, Quick CMA and Statistical CMA. If you do not want to use a radius search, you can get comparables through a Quick Search by: Go to Search, Quick Search Select the property type Enter in the criteria on the left-hand side. Suggestion- Use criteria that is the same as the subject property. Another suggestion is to search by the subdivision that the subject property is in. After entering in all the criteria, go to the List tab and change the view to CMA to see the information. You can also create a View to see the information you want to see. Select the comps for desired CMA Click on CMA in the top right, the Use All Results or Use Selected Select Full CMA, Quick CMA, or Statistical CMA. Another way a CMA can be created is by going to the Search tab, select CMA and start from a Full CMA. Full CMA is useful for sellers and includes options for a cover page, subject property information, comparable properties, value adjustments, a summary and a recommendation. Quick CMA by passes the cover page, subject information, and value adjustments to provide quick access to a side-by-side comparison of listings, a price analysis summary, and statistics. Statistical CMA gives all the statistics of the listings in the search that was just created. It gives the low, high, average of prices, DOM, price/sqft and other stats. There is also an option to have the median in the report. The report provides a table of information broken down by listing status, with the option to include individual listing information in the form of the short display or View used in the search results screen. There are also chooses on how to group the individual listings, whether to include totals, and whether to remove square foot statistics. Related Articles InfoAI- How to Email a Saved CMA",False
16679192,page,current,https://michael-ai.com/x/GIH_/,InfoAI - CMA Sorting,"Description How will properties sort in a CMA Environment michael-ai - CMA Resolution Listings sort in the CMA differently, based on the type of CMA that is selected. Full CMA Will sort by whatever sort is applied to the view that is being used on the list tab of the search results. Quick CMA Will sort by MLS number (Ascending) Unless the Comp Tab is selected, it will then sort the same as the Full CMA Statistical CMA When “Individual Listing Information” is checked there will be a choice of the view. It will sort by whatever sort is applied to that view One-Click Statistical Buyer’s CMA Uses the CMA - One-Click Stat View or the CMA - One Click Stat Land View for land listings with the following sort: Status (Ascending) Close of Escrow Date (Descending) Current Price (Ascending) Notes: The Sort-By-Status will not work in combination with Side-By-Side Comparison. If the Current sort is edited from the List Tab it does not save the sort changes. The changes are only applied to the current list. To edit the Saved View (Sort): Go to Preferences My Views Select a view Click on the Sort Tab Make changes and field selections Click Save Related Articles",False
16679198,page,current,https://michael-ai.com/x/HoH_/,InfoAI - michael-ai Dashboards,"Description michael-ai offers users a dashboard, upon log in, which offers useful gadgets and customization. Environment michael-ai Resolution The Dashboard is the first screen you see when logging in. When on any other screen, you can get back to the dashboard by clicking on the michael-ai logo in the top left. You can view the different saved Dashboards by clicking the blue button with the Dashboard name under the main Menu button. While on any page in michael-ai, you can also click the main Menu button to select a Dashboard under the Dashboard heading. To add a Dashboard, on the right side is Customize , click on the down arrow and select Add under Dashboards. There are 6 pre-made Dashboards that can be selected. Each dashboard can be edited and customized by adding different gadgets. Customize options: (Dashboard Name) Add Gadgets - Add different gadgets to the dashboard Change Layout - Change the layout of how the gadgets are displayed on the dashboard Rename - Change the name of your currently selected dashboard Make Default - Makes the currently selected dashboard the default for when you visit the home page Remove - Entirely deletes the currently selected dashboard Dashboards Add - Create a new dashboard Reorder - Rearrange the order of your list of dashboards Note: The Classic Dashboard only has the options to Rename or Remove. The MLS Dashboard only has the option to Make Default, if it isn’t already. All the dashboards have the option to make default unless it is already the default dashboard.",False
16679212,page,current,https://michael-ai.com/x/LIH_/,InfoAI - Choosing the Default Photo for Generic Business Card,"Description There are two options for changing the default photo on the Generic Business card. Environment michael-ai > My Profile Resolution Menu My Profile Personal Photos and Logo Maintenance New Add only one photo as the Photo option to make as your profile photo Save Note michael-ai will automatically use the first photo in the list alphabetically if there are multiple photos that are marked as Photo type in the Personal Photo and Logo Maintenance Updating the profile Picture updates on all links sent out as well. To Move a photo to the top of the list, add a number, space or special character in front of the Logo or Photo Description name.",False
16679214,page,current,https://michael-ai.com/x/LoH_/,SomeCompany- RainStorm- Different Foreclosure Statuses,"Description Definitions of foreclosure status's. Environment RainStorm < Foreclosure Search Resolution Different Foreclosure statuses in SomeCompany RainStorm Cancelled – The foreclosure was cancelled, usually due to no Opening bid before 9 AM the day before the auction. Not Reporting - The auction date has passed and we have no new information as to what is happening with the sale or what occurred.  Neither the trustee nor the county recorder has reported any new information. Pending – The foreclosure is usually in a short sale status Sold – It was purchased by a third party at auction, in other words, someone other than the foreclosing beneficiary/the-bank ended up with the property. Revert to Beneficiary – the bank foreclosed and no one bid higher than the bank’s credit bid. In this case, the bank now owns the property. The Foreclosure Status field to search for foreclosures can only be found under the Foreclosure search tab. Note: A foreclosure will display in RainStorm for 30 days after the Trustee status shows Canceled. Related Articles RainStorm Tax Search for NonMLS Sales RainStorm- How To Create A Tax Search SomeCompany Blog - Foreclosure Status Meanings SomeCompany Blog - Foreclosures",False
16679216,page,current,https://michael-ai.com/x/MIH_/,InfoAI - Different Ways to Opt-In a Contact,"Description There are several different ways a contact can opt-in and confirm their email address to start receiving automatic subscription emails. The contact must first be added into Contact Management. Environment michael-ai Menu > Contact Management Resolution Method 1 Contact Management , Click on the desired contact Select Send a Confirmation Email When contact receives Opt-In Email, they are required to select Yes, Please send me listings within the email Method 2 The very first time a Subscription is created for a Contact, the system will automatically send a confirmation email and the contact will need to click Yes, Please send me listings within the email.",False
16679220,page,current,https://michael-ai.com/x/NIH_/,New Agent Permissions Request Form - How To Change Broker Load,"The following form is accepted from the Designated Broker only: Check the accounts of both subscribers on the form (Designating Broker and agent). Copy the names or ID's from the form. Look them up one at a time using Atlas or the Member/Office Search in michael-ai or Atlas Check if the person who submitted the form is the Designated Broker. If the form was not submitted by the DB, no changes will be made. Send an email to the subscriber who sent in the form to inform them that the form must be submitted by the DB. Make sure both subscribers are in the same brokerage. If you find an agent is in a different brokerage than the Designated Broker, call the Designated Broker to let them know that no changes will be made for this reason. The agent will have to contact their association to change their brokerage on file. If the DB does not answer, leave a detailed voicemail and follow up with an email. If all subscribers are in the same brokerage, proceed to the next step. Change Agent Broker Load in michael-ai In michael-ai click on Menu , select Change User, type in the agent ID and click Find , select the agent, then click Edit (or double click on the username). Under the Profile tab add the following note. Date, broker load changed to (office or company) per DB (DB name and ID). Your email address. Go to the Settings tab, select the broker load requested Save your changes. Reply to the email in TrueCloud, sending your response to the Designated Broker and the agent letting them know the changes have been made using the quick part below: Hello , Your request to grant [Agent name] [company level/office level] access is now complete.",False
